user_id,age,sex,job.title,organization,annual.salary,X,Y,Z
55,49,Male,Construction Project Manager,EXE Executive Offices,72900.01,911,631,787
56,42,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,59005.86,722,903,935
57,64,Male,Audit Manager,DWM Department of Watershed Management,65641.08,106,584,929
58,55,Male,Watershed Plant Operator Class I (D),DWM Department of Watershed Management,46264.51,536,26,462
59,39,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39327.6,927,937,733
60,34,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,317,334,709
61,33,Male,Firefighter (E),AFR Atlanta Fire & Recuse,32132.8,617,594,102
62,48,Male,IT Manager,DWM Department of Watershed Management,82435.16,131,1000,46
63,54,Male,Watershed Manager II,DWM Department of Watershed Management,84698.74,142,441,798
64,45,Female,Program Management Officer,EXE Executive Offices,124999.99,305,387,512
65,39,Male,Watershed Plant Operator Class I (D),DWM Department of Watershed Management,50800.01,742,37,171
66,66,Male,Watershed Director I,DWM Department of Watershed Management,95000.01,527,236,674
67,68,Male,"Plans Review Specialist, Sr",PCD Planning & Community Development,62561.76,388,54,379
68,39,Female,Network Engineer,DIT Department of Information Technology,71000.01,567,419,447
69,29,Male,Recreation Operations Assistant,"PRC Parks, Recreation, & Cultural Affairs",27641.74,661,373,731
70,45,Female,"Accounting Manager, Sr",DOA Department of Aviation,69800.02,71,633,394
71,51,Female,Construction/Maintenance Worker (D),DWM Department of Watershed Management,33296.71,455,786,262
72,64,Male,Electrician (D),DPW Department of Public Works,33000.01,445,93,692
73,29,Male,Legislative Research & Policy Analyst,CCN City Council,53625.1,184,401,921
74,61,Male,Construction Project Manager,DWM Department of Watershed Management,72336.85,401,146,289
75,59,Male,"Public Works Transportation Manager, Sr",DPW Department of Public Works,96222.84,979,604,307
76,66,Female,"Field Engineer, Sr",DWM Department of Watershed Management,52854.88,603,375,437
77,46,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,57719.17,331,169,661
78,49,Male,Firefighter (E),AFR Atlanta Fire & Recuse,37955.36,681,291,653
79,51,Male,"Facilities Maintenance Mechanic, Sr (D)",DOA Department of Aviation,47161.82,919,188,669
80,59,Female,Corrections Officer (E),COR Department of Corrections,43663.36,803,644,659
81,22,Female,Administrative Assistant,EXE Executive Offices,31050.01,992,54,110
82,50,Female,"HRIS Specialist, Sr",DHR Department of Human Reources,52678.08,953,146,62
83,34,Male,"Water Service Representative, Sr",DWM Department of Watershed Management,40775.73,740,41,218
84,44,Male,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,60466.22,188,358,552
85,36,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,445,915,18
86,43,Female,Program Management Officer,DPW Department of Public Works,124600.01,111,415,996
87,38,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,180,261,81
88,48,Male,Solid Waste Equipment Operator,DPW Department of Public Works,29034.38,192,948,180
89,27,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,34726.37,920,400,25
90,37,Male,"Data/Reporting Analyst, Sr",DWM Department of Watershed Management,54600.0,147,208,197
91,46,Female,Training Manager,DHR Department of Human Reources,64570.02,217,704,209
92,59,Male,Police Traffic Control Inspector (D),APD Atlanta Police Department,29438.03,231,822,969
93,30,Male,Environmental Service Worker I (D),DPW Department of Public Works,26699.89,560,404,209
94,54,Male,"Plant Maintenance Mechanic, Sr (D)",DWM Department of Watershed Management,48568.67,35,925,814
95,59,Male,"Public Works Transportation Manager, Sr",DPW Department of Public Works,82500.02,430,372,66
96,49,Male,"Community Facility Manager, Sr","PRC Parks, Recreation, & Cultural Affairs",44000.01,630,318,593
97,57,Male,Parks Worker II (D),"PRC Parks, Recreation, & Cultural Affairs",28500.01,365,990,512
98,30,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,38,572,461
99,43,Male,Solid Waste Operator II (D),DPW Department of Public Works,37316.68,629,8,773
100,41,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,607,348,319
101,34,Female,Data/Reporting Analyst,DOA Department of Aviation,46807.9,28,369,349
102,55,Female,"Pretrial Release Officer, Sr (D)",JDA Municipal Court Operations,34668.91,362,471,504
103,48,Male,Facilities Maintenance Supervisor,EXE Executive Offices,54600.0,669,152,825
104,45,Male,Police Lieutenant (E) (F) (O) (B) (S),APD Atlanta Police Department,81359.2,81,746,325
105,34,Male,Solid Waste Operator I (D),DPW Department of Public Works,27100.01,874,676,166
106,45,Male,Firefighter (E),AFR Atlanta Fire & Recuse,35255.25,551,685,413
107,33,Female,Social Worker,PDA Public Defender Administration,38449.22,316,793,945
108,39,Male,Firefighter (E),AFR Atlanta Fire & Recuse,37955.36,909,759,974
109,42,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,55082.56,670,769,678
110,65,Female,ATL311 Call Center Representative I,EXE Executive Offices,35780.74,323,320,745
111,45,Female,Court Operations Manager,JDA Municipal Court Operations,60170.01,385,378,794
112,57,Male,Contract Administration Specialist,DOA Department of Aviation,52433.41,327,896,337
113,27,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,34726.37,876,569,908
114,26,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,660,787,986
115,37,Female,Gardener,"PRC Parks, Recreation, & Cultural Affairs",29497.51,608,158,432
116,62,Male,Court Operations Manager,JDA Municipal Court Operations,59197.63,311,293,656
117,50,Male,"Wastewater Collection Operator, Sr (D)",DWM Department of Watershed Management,44241.59,630,756,225
118,58,Female,"Accounting Technician, Sr",DOA Department of Aviation,43983.43,698,30,740
119,32,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,246,854,413
120,54,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,64772.86,80,857,815
121,27,Female,Court Support Specialist II (D),JDA Municipal Court Operations,32929.87,249,11,133
122,47,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,54462.14,68,365,247
123,49,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,44222.67,546,705,467
124,30,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39327.6,699,914,127
125,39,Male,Vehicle/Equipment Mechanic II,DPW Department of Public Works,46498.11,422,160,512
126,41,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,47460.52,571,754,950
127,32,Male,Firefighter (E),AFR Atlanta Fire & Recuse,42571.85,7,781,998
128,33,Female,"Recreation Operations Assistant, Sr","PRC Parks, Recreation, & Cultural Affairs",31101.28,672,293,753
129,26,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,40704.08,464,759,486
130,42,Male,Firefighter (E),AFR Atlanta Fire & Recuse,36854.61,922,71,969
131,50,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,56368.19,401,513,515
132,26,Male,Firefighter (E),AFR Atlanta Fire & Recuse,32132.8,613,494,279
133,30,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,40717.87,810,655,594
134,32,Female,Airport Operations Representative III (D),DOA Department of Aviation,56363.74,764,843,340
135,48,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,48001.2,153,575,275
136,38,Male,Electrician Specialist,DOA Department of Aviation,54533.22,521,532,764
137,70,Female,AWDA Manager,PCD Atlanta Workforce Development Agency,52434.1,777,693,4
138,23,Female,Court Support Specialist I (D),JDA Municipal Court Operations,30848.5,667,251,18
139,63,Male,Management Consulting Director,DWM Department of Watershed Management,125000.01,682,489,184
140,37,Male,"Accounting Technician, Sr",DOA Department of Aviation,34827.76,31,853,920
141,64,Female,Legal Specialist,LAW Law Department,56274.62,674,712,217
142,28,Male,Data/Reporting Analyst,AFR Atlanta Fire & Recuse,39640.52,825,144,209
143,44,Female,Data Technician,DWM Department of Watershed Management,42335.03,404,314,773
144,48,Male,"Communications Electronics Technician, Sr (D)",AFR Atlanta Fire & Recuse,43541.03,468,837,394
145,55,Male,Employee Benefits Director,DHR Department of Human Reources,127212.13,445,676,947
146,48,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,337,277,781
147,39,Female,Permit Technician,PCD Planning & Community Development,41000.0,515,211,907
148,67,Male,Environmental Compliance Manager,DWM Department of Watershed Management,80000.0,19,712,692
149,43,Male,Airport Security Representative I (D),DOA Department of Aviation,54600.0,311,698,402
150,41,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,49553.03,849,655,247
151,27,Female,Communications Dispatcher (D),APD Atlanta Police Department,34155.01,225,914,121
152,25,Male,Firefighter (E),AFR Atlanta Fire & Recuse,35785.83,809,194,825
153,28,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,34726.37,192,943,80
154,51,Female,Corrections Officer (E),COR Department of Corrections,41259.3,928,866,126
155,47,Male,"Court Administrator, Assistant",JDA Municipal Court Operations,90000.02,204,670,928
156,46,Male,Traffic Signal Technician (D),DPW Department of Public Works,35780.61,811,99,154
157,49,Female,911 Operator (D),APD Atlanta Police Department,33589.92,253,56,130
158,43,Female,"Management Analyst, Sr",EXE Executive Offices,53204.4,831,166,394
159,51,Male,"Building Inspector, Sr",PCD Planning & Community Development,47196.01,628,140,609
160,36,Male,Firefighter (E),AFR Atlanta Fire & Recuse,36854.61,604,819,849
161,57,Male,Corrections Captain (E),COR Department of Corrections,64002.43,143,112,229
162,27,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42128.72,555,99,937
163,55,Female,Watershed Manager I,DWM Department of Watershed Management,67440.01,426,625,452
164,57,Female,Accounting Technical Specialist,DOF Department of Finance,39105.4,938,667,569
165,41,Male,"Career Advisor, Sr",PCD Atlanta Workforce Development Agency,43465.03,433,543,440
166,26,Male,Intern,DWM Department of Watershed Management,24600.01,120,62,87
167,34,Female,Business Manager I,DPW Department of Public Works,59400.02,693,437,133
168,41,Female,Gardener,"PRC Parks, Recreation, & Cultural Affairs",30534.45,84,420,607
169,63,Female,Business Systems Analyst,"PRC Parks, Recreation, & Cultural Affairs",65000.0,635,650,599
170,32,Female,Protocol Officer,DOA Department of Aviation,55000.0,593,109,691
171,26,Male,Firefighter (E),AFR Atlanta Fire & Recuse,35785.83,662,592,780
172,58,Male,"Budget Manager, Sr","PRC Parks, Recreation, & Cultural Affairs",78263.02,446,725,830
173,43,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,52780.83,638,461,677
174,66,Female,Administrative Assistant,DOF Department of Finance,34765.57,459,63,805
175,34,Female,"Customer Service Representative, Sr (D)",APD Atlanta Police Department,30946.5,874,309,931
176,47,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,44222.67,337,540,84
177,44,Male,"Plant Maintenance Mechanic, Sr (D)",DWM Department of Watershed Management,46807.9,173,915,95
178,64,Male,"Electrician, Sr (D)",DWM Department of Watershed Management,44727.43,723,398,77
179,25,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42971.28,603,320,416
180,36,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,46377.97,26,75,496
181,60,Male,"Accountant, Sr",DOA Department of Aviation,64953.71,189,231,527
182,56,Male,Labor Crew Supervisor (D),DPW Department of Public Works,40119.37,489,940,645
183,55,Female,Solid Waste Equipment Operator,DPW Department of Public Works,38457.83,289,51,363
184,58,Male,"Communications Specialist, Sr",CCN City Council,51750.0,269,808,210
185,29,Male,Firefighter (E),AFR Atlanta Fire & Recuse,37392.58,984,179,63
186,57,Male,Custodian (D),EXE Executive Offices,29279.83,866,786,4
187,37,Female,"City Attorney, Assistant Sr",LAW Law Department,80000.0,347,915,539
188,43,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,59362.04,201,638,762
189,46,Female,"Customer Service Representative, Sr (D)",DPW Department of Public Works,29900.0,142,918,34
190,64,Male,Water System Control Operator,DWM Department of Watershed Management,50471.97,144,555,891
191,27,Male,Airport Operations Representative II (D),DOA Department of Aviation,47300.03,215,501,35
192,52,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,67527.51,963,802,379
193,26,Male,Environmental Service Worker I (D),DPW Department of Public Works,24600.01,337,339,166
194,49,Female,Information Systems Supervisor,DWM Department of Watershed Management,50716.31,233,359,178
195,40,Male,"Construction/Maintenance Worker, Sr",DWM Department of Watershed Management,38470.54,191,358,819
196,45,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,53881.36,494,843,559
197,43,Female,Court Clerk (D),JDA Municipal Court Operations,28865.17,7,657,378
198,33,Female,"Chief of Staff, Deputy",EXE Executive Offices,132001.58,422,474,283
199,51,Female,"Business Process Analyst, Sr",DIT Department of Information Technology,59684.98,973,201,500
200,29,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42128.72,85,267,175
201,42,Female,Business Process Analyst,EXE Executive Offices,69410.0,410,802,583
202,25,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39327.6,73,371,612
203,33,Male,"Construction/Maintenance Worker, Seasonal","PRC Parks, Recreation, & Cultural Affairs",21320.0,385,926,647
204,36,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,44259.49,713,49,826
205,36,Female,"Data/Reporting Analyst, Sr",DWM Department of Watershed Management,54310.26,563,914,577
206,29,Male,Vehicle for Hire Enforcement Officer (D),APD Atlanta Police Department,38300.08,775,843,662
207,45,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,46377.97,559,44,732
208,56,Male,"Contracts Compliance Specialist, Sr",EXE Executive Offices,60000.01,232,15,657
209,37,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,53881.36,44,723,705
210,51,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,56310.38,858,692,907
211,63,Male,"Plant Maintenance Mechanic, Sr (D)",DWM Department of Watershed Management,47235.02,569,316,412
212,51,Male,"Facilities Maintenance Mechanic, Sr (D)",DOA Department of Aviation,46745.68,224,488,885
213,53,Female,"Accounting Technician, Sr","PRC Parks, Recreation, & Cultural Affairs",47116.18,435,25,560
214,61,Female,City Council Member,CCN City Council,60300.01,594,550,360
215,62,Female,"Construction/Maintenance Worker, Sr",DWM Department of Watershed Management,45125.7,125,445,542
216,24,Female,Summer Program Counselor,"PRC Parks, Recreation, & Cultural Affairs",20800.0,140,160,602
217,33,Female,Assistant Attorney,PDA Public Defender Administration,63200.01,339,865,494
218,34,Male,Watershed Plant Operator Class I (D),DWM Department of Watershed Management,51000.02,530,964,90
219,31,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,28,910,716
220,62,Female,Airport Concessions Manager,DOA Department of Aviation,76684.17,47,833,402
221,50,Male,License Permit Inspector (D),APD Atlanta Police Department,35355.65,89,464,833
222,50,Male,Contracts & Construction Coordinator,PCD Planning & Community Development,58000.01,906,746,818
223,31,Male,"IT/Compliance Auditor, Sr",AUD Audit Administration,81541.22,321,962,653
224,55,Female,Judge Special Assistant,JDA Municipal Court Operations,51731.47,128,756,228
225,38,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,51420.1,330,455,128
226,58,Female,Fire Protection Engineer,AFR Atlanta Fire & Recuse,47666.74,601,898,13
227,43,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,45855.71,959,387,931
228,36,Male,Fire Inspector,AFR Atlanta Fire & Recuse,39785.68,906,610,474
229,34,Female,Recreation Specialist,"PRC Parks, Recreation, & Cultural Affairs",32454.11,523,374,170
230,49,Female,"Administrative Assistant, Sr",DWM Department of Watershed Management,38486.47,751,917,64
231,40,Female,Communications Dispatcher Supervisor (D),APD Atlanta Police Department,45672.94,819,771,82
232,37,Male,Firefighter (E),AFR Atlanta Fire & Recuse,35785.83,484,259,699
233,42,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,55279.3,746,896,109
234,37,Male,Case Manager,JDA Municipal Court Operations,48500.0,347,979,898
235,35,Male,Recreation Operations Assistant,"PRC Parks, Recreation, & Cultural Affairs",28035.05,267,687,110
236,55,Male,Solid Waste Operator I (D),DPW Department of Public Works,30946.5,632,980,516
237,45,Female,Video Integration Center Monitor,DWM Department of Watershed Management,45663.69,626,60,935
238,46,Male,Environmental Service Worker I (D),"PRC Parks, Recreation, & Cultural Affairs",26700.1,58,454,545
239,44,Female,Procurement Specialist,DWM Department of Watershed Management,44505.01,796,580,755
240,42,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,759,432,903
241,29,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,550,843,212
242,43,Female,Payroll Supervisor,DOF Department of Finance,55000.0,535,938,488
243,26,Female,Corrections Officer (E),COR Department of Corrections,30081.0,422,528,875
244,36,Male,"Plant Maintenance Mechanic, Sr (D)",DWM Department of Watershed Management,51488.69,426,520,185
245,59,Male,"Watershed Management, Deputy Commissioner",DWM Department of Watershed Management,130000.0,362,625,612
246,24,Male,Recreation Operations Assistant,"PRC Parks, Recreation, & Cultural Affairs",25800.01,988,63,743
247,34,Male,IT Director,DIT Department of Information Technology,95000.01,779,287,29
248,48,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,65243.89,347,311,510
249,52,Female,Nurse Assistant,DHR Department of Human Reources,39357.92,508,965,202
250,47,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,54940.33,828,313,971
251,26,Female,Summer Program Counselor,"PRC Parks, Recreation, & Cultural Affairs",20800.0,163,187,53
252,37,Male,Watershed Plant Operator Class I (D),DWM Department of Watershed Management,52785.01,473,580,236
253,55,Female,Accounting Technical Specialist,DOF Department of Finance,42161.94,632,786,702
254,38,Female,"IT Manager, Sr",DIT Department of Information Technology,88330.03,662,367,482
255,34,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,50298.77,474,165,129
256,26,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39327.6,73,902,48
257,62,Male,Solid Waste Operator I (D),DPW Department of Public Works,37241.72,905,630,91
258,46,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,59362.04,426,62,596
259,55,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,58281.18,536,361,989
260,35,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,53881.34,389,431,845
261,38,Male,Police Reports Technician (D),APD Atlanta Police Department,29034.38,751,192,996
262,23,Female,Intern,DWM Department of Watershed Management,33280.0,585,756,110
263,42,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,972,417,455
264,34,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,428,169,664
265,27,Female,Communications Dispatcher (D),APD Atlanta Police Department,34325.75,59,479,421
266,45,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,65243.89,260,874,981
267,44,Female,"Water Service Representative, Sr",DWM Department of Watershed Management,39581.01,552,956,918
268,46,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,63037.71,138,203,875
269,51,Female,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,65578.03,59,971,217
270,43,Male,Field Engineer,DWM Department of Watershed Management,42021.02,979,664,579
271,29,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,505,951,45
272,28,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,34726.37,68,150,251
273,27,Female,Office Manager,EXE Executive Offices,40000.0,820,927,766
274,29,Male,Solid Waste Operator I (D),DPW Department of Public Works,30957.26,633,850,832
275,51,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,63977.68,175,969,381
276,52,Female,Permit Technician,PCD Planning & Community Development,41205.01,291,638,490
277,48,Male,Corrections Officer (E),COR Department of Corrections,48684.48,839,343,285
278,52,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,216,894,648
279,23,Female,Warrants Technician I (D),JDA Municipal Court Operations,32499.01,325,854,416
280,56,Female,Airport Assistant Manager,DOA Department of Aviation,72000.03,502,714,320
281,64,Female,"Administrative Assistant, Sr","PRC Parks, Recreation, & Cultural Affairs",35237.74,667,422,767
282,37,Male,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,52430.68,616,984,635
283,46,Male,Airport Programs Manager,DOA Department of Aviation,68057.62,664,660,317
284,60,Male,Bridge Engineer,DPW Department of Public Works,73510.17,217,888,148
285,53,Male,Construction Inspector,DPW Department of Public Works,35355.65,511,555,376
286,55,Male,Watershed Plant Operator Supervisor (D),DWM Department of Watershed Management,56079.09,828,924,406
287,56,Male,Police Crime Analyst,APD Atlanta Police Department,39838.64,480,505,354
288,43,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,57010.51,261,542,552
289,66,Female,"Administrative Assistant, Sr",LAW Law Department,42959.12,448,576,263
290,82,Male,Auditorium Supervisor (D),"PRC Parks, Recreation, & Cultural Affairs",45567.03,784,837,287
291,27,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,288,644,870
292,46,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,60466.22,799,458,469
293,39,Male,"Communications Dispatcher, Sr (D)",DOA Department of Aviation,39105.4,505,110,515
294,57,Male,Environmental Compliance Manager,DOA Department of Aviation,74184.01,218,900,564
295,52,Female,"IT Project Manager, Sr",DIT Department of Information Technology,84300.01,410,427,405
296,28,Female,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,35420.9,13,662,811
297,29,Male,Customer Service Supervisor (D),DWM Department of Watershed Management,42647.18,184,991,670
298,43,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,51420.1,962,852,47
299,49,Male,Watershed Operations Coordinator,DWM Department of Watershed Management,61304.82,170,528,558
300,49,Female,"Communications Dispatcher, Sr (D)",APD Atlanta Police Department,48859.52,752,52,952
301,40,Male,City Council Assistant,CCN City Council,45000.01,75,405,532
302,26,Female,Recreation Operations Assistant,"PRC Parks, Recreation, & Cultural Affairs",26703.01,271,944,305
303,53,Male,Fleet Parts Supervisor,DPW Department of Public Works,50849.97,86,509,94
304,30,Male,Solid Waste Operator I (D),DPW Department of Public Works,30946.5,44,586,936
305,32,Female,Firefighter (E),AFR Atlanta Fire & Recuse,38549.05,897,882,540
306,41,Female,"Accounting Manager, Sr",LAW Law Department,85250.01,695,163,480
307,33,Female,Corrections Officer (E),COR Department of Corrections,30081.0,596,98,376
308,36,Male,Fire Lieutenant (E),AFR Atlanta Fire & Recuse,58518.97,705,436,730
309,29,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,862,572,390
310,50,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,72707.65,706,135,957
311,51,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,67873.31,205,527,827
